Collection,Weapon,Skin,Quality,Steam Market API URL
"Dust II Collection","R8 Revolver","Amber Fade ","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Amber%20Fade%20%20(Factory%20New)"
"Inferno Collection","MAG-7","Sand Dune","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Sand%20Dune%20(Factory%20New)"
"Inferno Collection","Nova","Walnut","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Walnut%20(Factory%20New)"
"Inferno Collection","P250","Gunsmoke","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Gunsmoke%20(Factory%20New)"
"Inferno Collection","M4A4","Tornado","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Tornado%20(Factory%20New)"
"Inferno Collection","Dual Berettas","Anodized Navy","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Anodized%20Navy%20(Factory%20New)"
"Inferno Collection","Tec-9","Brass","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Brass%20(Factory%20New)"
"Italy Collection","PP-Bizon","Sand Dashed","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Sand%20Dashed%20(Factory%20New)"
"Italy Collection","Nova","Sand Dune","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Sand%20Dune%20(Factory%20New)"
"Italy Collection","FAMAS","Colony","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Colony%20(Factory%20New)"
"Italy Collection","AUG","Contractor","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Contractor%20(Factory%20New)"
"Italy Collection","Tec-9","Groundwater","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Groundwater%20(Factory%20New)"
"Italy Collection","Nova","Candy Apple","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Candy%20Apple%20(Factory%20New)"
"Italy Collection","Dual Berettas","Stained","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Stained%20(Factory%20New)"
"Italy Collection","P2000","Granite Marbleized","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Granite%20Marbleized%20(Factory%20New)"
"Italy Collection","UMP-45","Gunsmoke","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Gunsmoke%20(Factory%20New)"
"Italy Collection","M4A1-S","Boreal Forest","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Boreal%20Forest%20(Factory%20New)"
"Italy Collection","XM1014","CaliCamo","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20CaliCamo%20(Factory%20New)"
"Italy Collection","MP7","Anodized Navy","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Anodized%20Navy%20(Factory%20New)"
"Italy Collection","Glock-18","Candy Apple","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Candy%20Apple%20(Factory%20New)"
"Italy Collection","Sawed-Off","Full Stop","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Full%20Stop%20(Factory%20New)"
"Italy Collection","AWP","Pit Viper","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Pit%20Viper%20(Factory%20New)"
"Lake Collection","G3SG1","Jungle Dashed","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Jungle%20Dashed%20(Factory%20New)"
"Lake Collection","SG 553","Waves Perforated","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Waves%20Perforated%20(Factory%20New)"
"Lake Collection","Galil AR","Sage Spray","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Sage%20Spray%20(Factory%20New)"
"Lake Collection","AUG","Storm","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Storm%20(Factory%20New)"
"Lake Collection","XM1014","Blue Spruce","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Blue%20Spruce%20(Factory%20New)"
"Lake Collection","P250","Boreal Forest","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Boreal%20Forest%20(Factory%20New)"
"Lake Collection","XM1014","Blue Steel","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Blue%20Steel%20(Factory%20New)"
"Lake Collection","FAMAS","Cyanospatter","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Cyanospatter%20(Factory%20New)"
"Lake Collection","PP-Bizon","Night Ops","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Night%20Ops%20(Factory%20New)"
"Lake Collection","AWP","Safari Mesh","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Safari%20Mesh%20(Factory%20New)"
"Lake Collection","Desert Eagle","Mudder","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Mudder%20(Factory%20New)"
"Lake Collection","SG 553","Anodized Navy","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Anodized%20Navy%20(Factory%20New)"
"Lake Collection","P90","Teardown","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Teardown%20(Factory%20New)"
"Lake Collection","USP-S","Night Ops","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Night%20Ops%20(Factory%20New)"
"Lake Collection","Dual Berettas","Cobalt Quartz","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Cobalt%20Quartz%20(Factory%20New)"
"Militia Collection","XM1014","Grassland","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Grassland%20(Factory%20New)"
"Militia Collection","MAC-10","Tornado","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Tornado%20(Factory%20New)"
"Militia Collection","PP-Bizon","Forest Leaves","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Forest%20Leaves%20(Factory%20New)"
"Militia Collection","P2000","Grassland Leaves ","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Grassland%20Leaves%20%20(Factory%20New)"
"Militia Collection","Nova","Modern Hunter","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Modern%20Hunter%20(Factory%20New)"
"Militia Collection","Nova","Blaze Orange","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Blaze%20Orange%20(Factory%20New)"
"Militia Collection","P250","Modern Hunter","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Modern%20Hunter%20(Factory%20New)"
"Militia Collection","XM1014","Blaze Orange","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Blaze%20Orange%20(Factory%20New)"
"Militia Collection","PP-Bizon","Modern Hunter","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Modern%20Hunter%20(Factory%20New)"
"Militia Collection","M4A4","Modern Hunter ","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Modern%20Hunter%20%20(Factory%20New)"
"Militia Collection","SCAR-20","Splash Jam","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Splash%20Jam%20(Factory%20New)"
"Mirage Collection","Galil AR","Hunting Blind","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Hunting%20Blind%20(Factory%20New)"
"Mirage Collection","P90","Scorched","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Scorched%20(Factory%20New)"
"Mirage Collection","G3SG1","Safari Mesh","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Safari%20Mesh%20(Factory%20New)"
"Mirage Collection","AUG","Colony","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Colony%20(Factory%20New)"
"Mirage Collection","Five-SeveN","Contractor","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Contractor%20(Factory%20New)"
"Mirage Collection","P250","Bone Mask","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Bone%20Mask%20(Factory%20New)"
"Mirage Collection","MP7","Orange Peel","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Orange%20Peel%20(Factory%20New)"
"Mirage Collection","Glock-18","Groundwater","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Groundwater%20(Factory%20New)"
"Mirage Collection","SG 553","Gator Mesh","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Gator%20Mesh%20(Factory%20New)"
"Mirage Collection","SSG 08","Tropical Storm","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Tropical%20Storm%20(Factory%20New)"
"Mirage Collection","Negev","CaliCamo","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20CaliCamo%20(Factory%20New)"
"Mirage Collection","MP9","Hot Rod","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Hot%20Rod%20(Factory%20New)"
"Mirage Collection","UMP-45","Blaze","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Blaze%20(Factory%20New)"
"Mirage Collection","MAC-10","Amber Fade","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Amber%20Fade%20(Factory%20New)"
"Mirage Collection","MAG-7","Bulldozer","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Bulldozer%20(Factory%20New)"
"Nuke Collection","MAG-7","Irradiated Alert","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Irradiated%20Alert%20(Factory%20New)"
"Nuke Collection","Sawed-Off","Irradiated Alert","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Irradiated%20Alert%20(Factory%20New)"
"Nuke Collection","PP-Bizon","Irradiated Alert","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Irradiated%20Alert%20(Factory%20New)"
"Nuke Collection","P90","Fallout Warning","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Fallout%20Warning%20(Factory%20New)"
"Nuke Collection","UMP-45","Fallout Warning","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Fallout%20Warning%20(Factory%20New)"
"Nuke Collection","XM1014","Fallout Warning","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Fallout%20Warning%20(Factory%20New)"
"Nuke Collection","M4A4","Radiation Hazard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Radiation%20Hazard%20(Factory%20New)"
"Nuke Collection","P250","Nuclear Threat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Nuclear%20Threat%20(Factory%20New)"
"Nuke Collection","Tec-9","Nuclear Threat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Nuclear%20Threat%20(Factory%20New)"
"Office Collection","FAMAS","Contrast Spray","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Contrast%20Spray%20(Factory%20New)"
"Office Collection","Galil AR","Winter Forest","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Winter%20Forest%20(Factory%20New)"
"Office Collection","G3SG1","Arctic Camo","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Arctic%20Camo%20(Factory%20New)"
"Office Collection","M249","Blizzard Marbleized","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Blizzard%20Marbleized%20(Factory%20New)"
"Office Collection","P2000","Silver","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Silver%20(Factory%20New)"
"Office Collection","MP7","Whiteout","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Whiteout%20(Factory%20New)"
"Overpass Collection","Sawed-Off","Sage Spray","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Sage%20Spray%20(Factory%20New)"
"Overpass Collection","UMP-45","Scorched","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Scorched%20(Factory%20New)"
"Overpass Collection","M249","Contrast Spray","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Contrast%20Spray%20(Factory%20New)"
"Overpass Collection","MAG-7","Storm","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Storm%20(Factory%20New)"
"Overpass Collection","MP9","Storm","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Storm%20(Factory%20New)"
"Overpass Collection","Desert Eagle","Urban DDPAT","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Urban%20DDPAT%20(Factory%20New)"
"Overpass Collection","MP7","Gunsmoke","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Gunsmoke%20(Factory%20New)"
"Overpass Collection","Glock-18","Night","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Night%20(Factory%20New)"
"Overpass Collection","P2000","Grassland","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Grassland%20(Factory%20New)"
"Overpass Collection","CZ75-Auto","Nitro","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Nitro%20(Factory%20New)"
"Overpass Collection","SSG 08","Detour","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Detour%20(Factory%20New)"
"Overpass Collection","XM1014","VariCamo Blue","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20VariCamo%20Blue%20(Factory%20New)"
"Overpass Collection","AWP","Pink DDPAT","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Pink%20DDPAT%20(Factory%20New)"
"Overpass Collection","USP-S","Road Rash","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Road%20Rash%20(Factory%20New)"
"Overpass Collection","M4A1-S","Master Piece","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Master%20Piece%20(Factory%20New)"
"","MP5-SD","Neon Squeezer","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Neon%20Squeezer%20(Factory%20New)"
"","Negev","Wall Bang","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Wall%20Bang%20(Factory%20New)"
